condition,scope,adaptation_rate,learning_rate,seed,initial_state_hash,epoch_order_hash,best_validation_accuracy,final_validation_accuracy,selected_test_accuracy,mean_validation_accuracy,final_validation_loss,mean_validation_loss,best_epoch,elapsed_seconds,steps,diverged,beta_mean,beta_std,mean_within_tensor_beta_std,pct_beta_below_0_5,pct_beta_above_0_9
noise20,tensor,1.0,0.2,404,5f895d233cf45c0ffeab958c4ff4695b93251ac12d00aba41c8390061a52efb7,debb2e4ab369336ffc6563ccbe5ec6d63002fe76b93d15d2af646a62e8cb065a,28.5,27.8,27.05,20.283333333333335,2.0097626953125,2.1287069498697915,5,1.5653189159929752,48,False,0.7765796631574631,0.1017931333432595,0.0,6.808943053086598,23.373983707278967
noise20,tensor,1.0,0.6,404,5f895d233cf45c0ffeab958c4ff4695b93251ac12d00aba41c8390061a52efb7,debb2e4ab369336ffc6563ccbe5ec6d63002fe76b93d15d2af646a62e8cb065a,27.0,27.0,26.1,19.8,2.0254420166015623,2.1439069417317707,6,1.5655274589953478,48,False,0.7785453150669733,0.09784056727464001,0.0,5.487804859876633,25.20325205599268
noise20,output,1.0,0.6,404,5f895d233cf45c0ffeab958c4ff4695b93251ac12d00aba41c8390061a52efb7,debb2e4ab369336ffc6563ccbe5ec6d63002fe76b93d15d2af646a62e8cb065a,28.5,28.5,27.35,19.8,1.99624560546875,2.1362506306966145,6,1.554474874981679,48,False,0.7556776801745096,0.22431495351095995,0.2116616057852904,16.37168147911628,37.33038374533256
noise20,output,0.1,0.05,505,c191242e7d3591500b303507071e2a9d0a10c2271011bd04ff5f164867abba78,fc5932e1ba6295e2d4e533fe18cf5d4596b9247f7846b6a038223f8eef65b2c3,32.2,32.2,30.45,25.016666666666666,1.9563143310546875,2.0713028462727867,6,1.574042666994501,48,False,0.8033443639675776,0.028764487942680717,0.02637192455586046,0.0,5.154867113257448
noise20,tensor,0.1,0.05,505,c191242e7d3591500b303507071e2a9d0a10c2271011bd04ff5f164867abba78,fc5932e1ba6295e2d4e533fe18cf5d4596b9247f7846b6a038223f8eef65b2c3,31.3,31.0,29.8,24.616666666666664,1.9547294311523438,2.071439442952474,5,1.5564236250065733,48,False,0.8141503408551216,0.012607525975909084,0.0,0.0,4.369918784747521
noise20,tensor,0.1,0.2,505,c191242e7d3591500b303507071e2a9d0a10c2271011bd04ff5f164867abba78,fc5932e1ba6295e2d4e533fe18cf5d4596b9247f7846b6a038223f8eef65b2c3,18.8,18.8,17.35,16.7,2.211384033203125,2.232784891764323,6,1.5506913340068422,48,False,0.7935632392764091,0.02711054403334856,0.0,0.0,4.573170809696118
noise20,output,0.1,0.2,505,c191242e7d3591500b303507071e2a9d0a10c2271011bd04ff5f164867abba78,fc5932e1ba6295e2d4e533fe18cf5d4596b9247f7846b6a038223f8eef65b2c3,22.0,22.0,21.7,18.633333333333333,2.083291748046875,2.17331591796875,6,1.6161225830146577,48,False,0.7898987804849943,0.03525537896590928,0.033216747494104006,0.0,4.520648888622721
noise20,output,0.1,0.6,505,c191242e7d3591500b303507071e2a9d0a10c2271011bd04ff5f164867abba78,fc5932e1ba6295e2d4e533fe18cf5d4596b9247f7846b6a038223f8eef65b2c3,24.9,23.7,23.75,20.03333333333333,2.048785400390625,2.163668111165365,5,1.5484831249923445,48,False,0.7831135268012682,0.03644391467484335,0.03508994045356909,0.0,4.210914516200622
noise20,tensor,0.1,0.6,505,c191242e7d3591500b303507071e2a9d0a10c2271011bd04ff5f164867abba78,fc5932e1ba6295e2d4e533fe18cf5d4596b9247f7846b6a038223f8eef65b2c3,21.8,21.8,22.6,17.283333333333335,2.150779541015625,2.2200574747721356,6,1.625330708018737,48,False,0.7891747156778971,0.02915855481599768,0.0,0.0,5.28455280388395
noise20,tensor,0.3,0.05,505,c191242e7d3591500b303507071e2a9d0a10c2271011bd04ff5f164867abba78,fc5932e1ba6295e2d4e533fe18cf5d4596b9247f7846b6a038223f8eef65b2c3,32.0,32.0,30.7,24.333333333333332,1.967189697265625,2.083068339029948,6,1.5903055829985533,48,False,0.7993532717227936,0.029604480757067602,0.0,0.0,4.369918784747521
